1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
FC_ACC_X,FC_ACC_Y,FC_ACC_Z,FC_GYR_X,FC_GYR_Y,FC_GYR_Z,FC_MAG_X,FC_MAG_Y,FC_MAG_Z,FC_ATT_ROL,FC_ATT_PIT,FC_ATT_YAW,FC_ALT_FU,FC_ALT_BAR,FC_ALT_ADD,,FC_MotoPWM1,FC_MotoPWM2,FC_MotoPWM3,FC_MotoPWM4,
0,0,0,0,0,0,0,0,0,0.589999973773956,-0.709999978542328,207.779998779297,231.300003051758,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0.589999973773956,-0.709999978542328,207.779998779297,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,11,1018,0,0,0,7,15,-30,0.589999973773956,-0.709999978542328,207.779998779297,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,11,1018,0,0,0,7,15,-30,0.589999973773956,-0.699999988079071,205.979995727539,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,11,1018,0,0,0,7,15,-30,0.589999973773956,-0.699999988079071,205.979995727539,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
14,11,1017,0,0,0,9,14,-30,0.589999973773956,-0.699999988079071,205.979995727539,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
14,11,1017,0,0,0,9,14,-30,0.600000023841858,-0.709999978542328,212.369995117188,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
14,11,1017,0,0,0,9,14,-30,0.600000023841858,-0.709999978542328,212.369995117188,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
15,12,1020,0,0,0,8,16,-31,0.600000023841858,-0.709999978542328,212.369995117188,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
15,12,1020,0,0,0,8,16,-31,0.600000023841858,-0.720000028610229,207.009994506836,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
15,12,1020,0,0,0,8,16,-31,0.600000023841858,-0.720000028610229,207.009994506836,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
16,13,1017,0,0,0,7,15,-31,0.600000023841858,-0.720000028610229,207.009994506836,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
16,13,1017,0,0,0,7,15,-31,0.620000004768372,-0.740000009536743,204.880004882813,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
16,13,1017,0,0,0,7,15,-31,0.620000004768372,-0.740000009536743,204.880004882813,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
15,13,1018,0,0,0,9,14,-31,0.620000004768372,-0.740000009536743,204.880004882813,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
15,13,1018,0,0,0,9,14,-31,0.629999995231628,-0.75,211.240005493164,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
15,13,1018,0,0,0,9,14,-31,0.629999995231628,-0.75,211.240005493164,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
16,12,1018,0,0,0,8,16,-31,0.629999995231628,-0.75,211.240005493164,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
16,12,1018,0,0,0,8,16,-31,0.639999985694885,-0.759999990463257,206.279998779297,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
16,12,1018,0,0,0,8,16,-31,0.639999985694885,-0.759999990463257,206.279998779297,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
13,14,1017,0,0,0,8,16,-30,0.639999985694885,-0.759999990463257,206.279998779297,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
13,14,1017,0,0,0,8,16,-30,0.649999976158142,-0.75,206.240005493164,231.300003051758,1305.01000976563,-11563960,0,0,0,0,0,
13,14,1017,0,0,0,8,16,-30,0.649999976158142,-0.75,206.240005493164,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
13,13,1016,0,0,0,6,16,-31,0.649999976158142,-0.75,206.240005493164,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
13,13,1016,0,0,0,6,16,-31,0.660000026226044,-0.75,202.190002441406,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
13,13,1016,0,0,0,6,16,-31,0.660000026226044,-0.75,202.190002441406,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,11,1020,0,0,0,9,14,-31,0.660000026226044,-0.75,202.190002441406,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,11,1020,0,0,0,9,14,-31,0.649999976158142,-0.730000019073486,210.720001220703,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,11,1020,0,0,0,9,14,-31,0.649999976158142,-0.730000019073486,210.720001220703,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,12,1022,0,0,0,11,14,-33,0.649999976158142,-0.730000019073486,210.720001220703,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,12,1022,0,0,0,11,14,-33,0.649999976158142,-0.720000028610229,215.179992675781,231.300003051758,1305.03002929688,-11563960,0,0,0,0,0,
12,12,1022,0,0,0,11,14,-33,0.649999976158142,-0.720000028610229,215.179992675781,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
12,12,1022,0,0,0,11,14,-33,0.649999976158142,-0.720000028610229,215.179992675781,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
12,12,1022,0,0,0,11,14,-33,0.649999976158142,-0.720000028610229,215.179992675781,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
12,12,1022,0,0,0,11,14,-33,0.649999976158142,-0.720000028610229,215.179992675781,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
14,11,1018,0,0,0,8,15,-29,0.649999976158142,-0.720000028610229,215.179992675781,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
14,11,1018,0,0,0,8,15,-29,0.639999985694885,-0.730000019073486,208.610000610352,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
14,11,1018,0,0,0,8,15,-29,0.639999985694885,-0.730000019073486,208.610000610352,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
13,10,1018,0,0,0,8,16,-29,0.639999985694885,-0.730000019073486,208.610000610352,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
13,10,1018,0,0,0,8,16,-29,0.629999995231628,-0.730000019073486,206.649993896484,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
13,10,1018,0,0,0,8,16,-29,0.629999995231628,-0.730000019073486,206.649993896484,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
13,10,1021,0,0,0,9,15,-29,0.629999995231628,-0.730000019073486,206.649993896484,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
13,10,1021,0,0,0,9,15,-29,0.620000004768372,-0.730000019073486,210.309997558594,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
13,10,1021,0,0,0,9,15,-29,0.620000004768372,-0.730000019073486,210.309997558594,231.300003051758,1304.98999023438,-11563960,0,0,0,0,0,
